# File Format = ASCII
# Created by SPIP 6.3.3.0 2023-06-30 15:58
# Original file: C:\Users\admin\Desktop\Ar-ZnO\Ar-ZnO-30\20230321\2023-0321-0929-0001.sxm.dtz
# x-pixels = 257
# y-pixels = 257
# x-length = 50.0978
# y-length = 50.0978
# x-offset = -24.9511
# y-offset = -17.319
# z-unit = nm
# scanspeed = 216.528
# forcecurve = 0
# voidpixels =0
# description =83:Record Time: 21.03.2023 09:29:57
Channel No.: 14
Channel Name: Z
Direction: trace
# Start of Data:
-111.925	-111.912	-111.901	-111.882	-111.851	-111.809	-111.765	-111.734	-111.717	-111.712	-111.714	-111.716	-111.718	-111.718	-111.718	-111.719	-111.719	-111.719	-111.719	-111.719	-111.718	-111.718	-111.716	-111.714	-111.712	-111.711	-111.709	-111.706	-111.702	-111.695	-111.665	-111.538	-111.362	-111.237	-111.124	-111.021	-110.933	-110.866	-110.817	-110.783	-110.764	-110.754	-110.750	-110.749	-110.747	-110.745	-110.744	-110.743	-110.742	-110.742	-110.741	-110.740	-110.740	-110.741	-110.740	-110.743	-110.743	-110.743	-110.739	-110.734	-110.734	-110.730	-110.726	-110.727	-110.736	-110.750	-110.767	-110.781	-110.788	-110.786	-110.793	-110.790	-110.789	-110.785	-110.787	-110.780	-110.776	-110.771	-110.758	-110.750	-110.742	-110.739	-110.738	-110.741	-110.747	-110.758	-110.767	-110.775	-110.780	-110.784	-110.787	-110.789	-110.792	-110.802	-110.821	-110.854	-110.901	-110.953	-111.002	-111.044	-111.074	-111.099	-111.126	-111.159	-111.199	-111.251	-111.313	-111.379	-111.450	-111.511	-111.592	-111.673	-111.755	-111.824	-111.861	-111.896	-111.936	-111.973	-112.005	-112.032	-112.057	-112.089	-112.124	-112.163	-112.206	-112.249	-112.292	-112.329	-112.355	-112.368	-112.371	-112.368	-112.366	-112.364	-112.359	-112.355	-112.350	-112.343	-112.333	-112.331	-112.325	-112.312	-112.286	-112.248	-112.204	-112.164	-112.128	-112.085	-111.984	-111.769	-111.530	-111.335	-111.192	-111.086	-111.006	-110.937	-110.884	-110.847	-110.824	-110.812	-110.805	-110.802	-110.804	-110.804	-110.803	-110.800	-110.761	-110.602	-110.348	-110.138	-109.978	-109.846	-109.735	-109.648	-109.581	-109.530	-109.494	-109.471	-109.459	-109.456	-109.458	-109.462	-109.465	-109.468	-109.471	-109.474	-109.474	-109.468	-109.453	-109.418	-109.359	-109.294	-109.236	-109.187	-109.144	-109.096	-109.023	-108.934	-108.852	-108.784	-108.729	-108.685	-108.655	-108.635	-108.622	-108.614	-108.611	-108.607	-108.604	-108.602	-108.601	-108.594	-108.578	-108.541	-108.493	-108.453	-108.425	-108.408	-108.393	-108.371	-108.344	-108.324	-108.312	-108.308	-108.308	-108.311	-108.317	-108.322	-108.328	-108.334	-108.339	-108.345	-108.356	-108.364	-108.376	-108.390	-108.406	-108.423	-108.441	-108.456	-108.472	-108.494	-108.521	-108.557	-108.604	-108.663	-108.737	-108.824	-108.916	-109.015	-109.117	-109.213	-109.287	-109.343	-109.397	-109.455	-109.500	
-111.982	-111.965	-111.949	-111.927	-111.893	-111.846	-111.804	-111.772	-111.754	-111.748	-111.750	-111.751	-111.753	-111.753	-111.753	-111.753	-111.754	-111.754	-111.755	-111.755	-111.754	-111.750	-111.749	-111.746	-111.745	-111.745	-111.743	-111.740	-111.738	-111.733	-111.712	-111.598	-111.432	-111.298	-111.185	-111.057	-110.969	-110.905	-110.860	-110.828	-110.811	-110.802	-110.798	-110.798	-110.796	-110.794	-110.791	-110.790	-110.787	-110.785	-110.783	-110.781	-110.778	-110.776	-110.776	-110.776	-110.780	-110.782	-110.784	-110.783	-110.781	-110.778	-110.778	-110.782	-110.791	-110.804	-110.818	-110.836	-110.841	-110.844	-110.841	-110.841	-110.842	-110.836	-110.837	-110.835	-110.833	-110.828	-110.817	-110.808	-110.804	-110.799	-110.801	-110.804	-110.811	-110.820	-110.828	-110.835	-110.841	-110.846	-110.850	-110.854	-110.859	-110.866	-110.884	-110.912	-110.948	-110.990	-111.042	-111.094	-111.134	-111.162	-111.188	-111.218	-111.256	-111.303	-111.361	-111.429	-111.501	-111.575	-111.644	-111.712	-111.772	-111.814	-111.886	-111.920	-111.963	-112.014	-112.061	-112.104	-112.137	-112.166	-112.197	-112.230	-112.263	-112.290	-112.311	-112.325	-112.334	-112.338	-112.339	-112.338	-112.335	-112.333	-112.326	-112.322	-112.320	-112.316	-112.312	-112.307	-112.302	-112.293	-112.283	-112.269	-112.248	-112.221	-112.192	-112.149	-112.039	-111.817	-111.581	-111.393	-111.251	-111.138	-111.043	-110.964	-110.905	-110.868	-110.847	-110.837	-110.834	-110.833	-110.834	-110.834	-110.833	-110.827	-110.776	-110.590	-110.341	-110.140	-109.991	-109.865	-109.758	-109.673	-109.604	-109.551	-109.510	-109.487	-109.475	-109.471	-109.473	-109.477	-109.481	-109.484	-109.488	-109.490	-109.490	-109.484	-109.469	-109.432	-109.371	-109.302	-109.239	-109.187	-109.141	-109.092	-109.026	-108.945	-108.867	-108.799	-108.743	-108.700	-108.669	-108.648	-108.635	-108.626	-108.622	-108.618	-108.616	-108.613	-108.612	-108.609	-108.598	-108.566	-108.519	-108.476	-108.446	-108.429	-108.418	-108.407	-108.388	-108.375	-108.363	-108.358	-108.355	-108.355	-108.359	-108.363	-108.370	-108.375	-108.386	-108.393	-108.399	-108.405	-108.414	-108.426	-108.439	-108.455	-108.471	-108.487	-108.503	-108.523	-108.547	-108.581	-108.627	-108.686	-108.761	-108.847	-108.943	-109.044	-109.149	-109.248	-109.324	-109.374	-109.420	-109.472	-109.509	
-112.041	-112.030	-112.012	-111.984	-111.949	-111.904	-111.864	-111.837	-111.819	-111.811	-111.809	-111.810	-111.812	-111.812	-111.812	-111.812	-111.812	-111.811	-111.812	-111.809	-111.806	-111.802	-111.799	-111.796	-111.794	-111.793	-111.790	-111.788	-111.785	-111.781	-111.764	-111.681	-111.490	-111.337	-111.199	-111.091	-111.013	-110.956	-110.917	-110.889	-110.874	-110.864	-110.860	-110.857	-110.854	-110.851	-110.848	-110.844	-110.838	-110.831	-110.824	-110.817	-110.811	-110.806	-110.803	-110.803	-110.804	-110.808	-110.811	-110.813	-110.826	-110.832	-110.840	-110.847	-110.856	-110.865	-110.872	-110.880	-110.883	-110.881	-110.886	-110.880	-110.885	-110.883	-110.882	-110.876	-110.868	-110.861	-110.855	-110.845	-110.840	-110.838	-110.845	-110.850	-110.857	-110.865	-110.872	-110.880	-110.887	-110.893	-110.898	-110.903	-110.909	-110.917	-110.931	-110.950	-110.977	-111.014	-111.067	-111.128	-111.178	-111.209	-111.234	-111.261	-111.292	-111.333	-111.384	-111.447	-111.516	-111.586	-111.643	-111.718	-111.781	-111.831	-111.863	-111.910	-111.974	-112.043	-112.100	-112.151	-112.181	-112.204	-112.237	-112.263	-112.284	-112.297	-112.310	-112.316	-112.321	-112.323	-112.323	-112.322	-112.315	-112.317	-112.311	-112.308	-112.303	-112.298	-112.293	-112.288	-112.285	-112.276	-112.272	-112.266	-112.255	-112.242	-112.223	-112.189	-112.094	-111.892	-111.656	-111.465	-111.313	-111.185	-111.076	-110.992	-110.931	-110.891	-110.871	-110.862	-110.861	-110.861	-110.861	-110.861	-110.860	-110.854	-110.798	-110.607	-110.362	-110.165	-110.018	-109.899	-109.796	-109.707	-109.633	-109.571	-109.526	-109.499	-109.487	-109.484	-109.487	-109.490	-109.494	-109.498	-109.502	-109.505	-109.505	-109.500	-109.485	-109.451	-109.391	-109.320	-109.253	-109.196	-109.148	-109.098	-109.037	-108.961	-108.887	-108.820	-108.763	-108.719	-108.689	-108.666	-108.652	-108.644	-108.640	-108.636	-108.635	-108.632	-108.631	-108.630	-108.622	-108.595	-108.553	-108.512	-108.483	-108.469	-108.465	-108.461	-108.453	-108.446	-108.439	-108.433	-108.427	-108.422	-108.424	-108.429	-108.435	-108.441	-108.447	-108.453	-108.458	-108.465	-108.472	-108.481	-108.492	-108.506	-108.521	-108.538	-108.554	-108.576	-108.605	-108.639	-108.687	-108.748	-108.823	-108.911	-109.010	-109.114	-109.218	-109.314	-109.380	-109.424	-109.466	-109.506	-109.528	
-112.069	-112.058	-112.043	-112.026	-111.996	-111.962	-111.927	-111.899	-111.879	-111.869	-111.865	-111.861	-111.863	-111.865	-111.864	-111.863	-111.864	-111.862	-111.859	-111.855	-111.849	-111.841	-111.837	-111.833	-111.832	-111.830	-111.829	-111.827	-111.825	-111.822	-111.813	-111.754	-111.566	-111.388	-111.248	-111.147	-111.085	-111.028	-110.985	-110.960	-110.943	-110.932	-110.924	-110.917	-110.914	-110.911	-110.907	-110.902	-110.888	-110.874	-110.861	-110.850	-110.839	-110.831	-110.826	-110.823	-110.824	-110.829	-110.833	-110.838	-110.845	-110.856	-110.872	-110.889	-110.902	-110.914	-110.921	-110.921	-110.929	-110.927	-110.933	-110.932	-110.931	-110.933	-110.929	-110.924	-110.925	-110.915	-110.911	-110.904	-110.899	-110.898	-110.905	-110.908	-110.913	-110.920	-110.927	-110.936	-110.946	-110.953	-110.958	-110.963	-110.970	-110.977	-110.985	-111.000	-111.022	-111.059	-111.113	-111.174	-111.238	-111.273	-111.293	-111.316	-111.342	-111.376	-111.421	-111.476	-111.539	-111.607	-111.670	-111.728	-111.764	-111.824	-111.875	-111.935	-111.981	-112.063	-112.105	-112.154	-112.203	-112.239	-112.254	-112.268	-112.274	-112.282	-112.290	-112.291	-112.296	-112.297	-112.298	-112.297	-112.297	-112.295	-112.291	-112.292	-112.287	-112.283	-112.276	-112.274	-112.269	-112.262	-112.259	-112.254	-112.252	-112.243	-112.232	-112.206	-112.126	-111.938	-111.708	-111.515	-111.351	-111.211	-111.101	-111.019	-110.961	-110.924	-110.903	-110.897	-110.896	-110.896	-110.895	-110.894	-110.891	-110.880	-110.809	-110.607	-110.370	-110.181	-110.041	-109.931	-109.831	-109.738	-109.659	-109.592	-109.543	-109.515	-109.502	-109.500	-109.501	-109.505	-109.508	-109.514	-109.517	-109.521	-109.521	-109.515	-109.501	-109.467	-109.409	-109.336	-109.268	-109.209	-109.158	-109.108	-109.049	-108.979	-108.906	-108.841	-108.784	-108.739	-108.705	-108.683	-108.667	-108.659	-108.655	-108.652	-108.651	-108.649	-108.647	-108.647	-108.644	-108.625	-108.590	-108.553	-108.527	-108.514	-108.513	-108.514	-108.512	-108.508	-108.502	-108.494	-108.485	-108.480	-108.481	-108.488	-108.493	-108.499	-108.504	-108.509	-108.515	-108.522	-108.530	-108.538	-108.549	-108.560	-108.572	-108.587	-108.603	-108.625	-108.654	-108.691	-108.739	-108.802	-108.875	-108.959	-109.055	-109.156	-109.261	-109.352	-109.414	-109.457	-109.493	-109.524	-109.542	
-112.081	-112.075	-112.067	-112.057	-112.040	-112.017	-111.989	-111.962	-111.944	-111.931	-111.923	-111.918	-111.917	-111.918	-111.916	-111.917	-111.915	-111.914	-111.912	-111.904	-111.893	-111.883	-111.875	-111.872	-111.869	-111.868	-111.865	-111.862	-111.861	-111.858	-111.853	-111.812	-111.633	-111.445	-111.310	-111.214	-111.144	-111.094	-111.057	-111.029	-111.009	-110.992	-110.981	-110.974	-110.970	-110.966	-110.959	-110.944	-110.926	-110.907	-110.891	-110.875	-110.862	-110.851	-110.844	-110.841	-110.841	-110.855	-110.860	-110.867	-110.876	-110.890	-110.908	-110.920	-110.938	-110.946	-110.950	-110.961	-110.968	-110.970	-110.972	-110.973	-110.971	-110.974	-110.974	-110.968	-110.969	-110.965	-110.957	-110.951	-110.948	-110.951	-110.953	-110.962	-110.969	-110.976	-110.983	-110.992	-111.001	-111.010	-111.017	-111.023	-111.030	-111.035	-111.044	-111.059	-111.082	-111.119	-111.174	-111.240	-111.299	-111.332	-111.349	-111.366	-111.388	-111.419	-111.459	-111.509	-111.565	-111.621	-111.673	-111.718	-111.738	-111.785	-111.850	-111.906	-111.989	-112.057	-112.109	-112.187	-112.238	-112.247	-112.258	-112.269	-112.277	-112.284	-112.286	-112.285	-112.293	-112.290	-112.286	-112.290	-112.288	-112.287	-112.283	-112.278	-112.269	-112.277	-112.272	-112.267	-112.261	-112.257	-112.252	-112.247	-112.242	-112.236	-112.228	-112.214	-112.154	-111.985	-111.757	-111.555	-111.381	-111.238	-111.133	-111.057	-111.005	-110.967	-110.946	-110.934	-110.929	-110.926	-110.925	-110.922	-110.917	-110.902	-110.820	-110.621	-110.401	-110.215	-110.076	-109.968	-109.869	-109.773	-109.689	-109.619	-109.569	-109.539	-109.527	-109.523	-109.525	-109.528	-109.531	-109.534	-109.539	-109.543	-109.542	-109.538	-109.523	-109.491	-109.432	-109.358	-109.287	-109.226	-109.174	-109.125	-109.069	-109.002	-108.933	-108.866	-108.808	-108.761	-108.726	-108.703	-108.688	-108.679	-108.675	-108.673	-108.670	-108.668	-108.667	-108.668	-108.667	-108.658	-108.633	-108.604	-108.582	-108.571	-108.570	-108.571	-108.570	-108.566	-108.561	-108.552	-108.545	-108.540	-108.543	-108.548	-108.554	-108.559	-108.563	-108.569	-108.575	-108.582	-108.590	-108.600	-108.609	-108.619	-108.630	-108.642	-108.654	-108.674	-108.699	-108.734	-108.783	-108.846	-108.918	-109.000	-109.090	-109.186	-109.287	-109.379	-109.440	-109.483	-109.517	-109.541	-109.554	
-112.085	-112.080	-112.074	-112.067	-112.060	-112.045	-112.026	-112.005	-111.989	-111.978	-111.969	-111.964	-111.962	-111.961	-111.959	-111.957	-111.956	-111.954	-111.951	-111.944	-111.931	-111.918	-111.908	-111.905	-111.901	-111.898	-111.894	-111.891	-111.887	-111.883	-111.878	-111.847	-111.682	-111.496	-111.368	-111.274	-111.207	-111.154	-111.114	-111.082	-111.056	-111.038	-111.025	-111.020	-111.016	-111.012	-111.000	-110.982	-110.959	-110.937	-110.915	-110.898	-110.881	-110.868	-110.860	-110.856	-110.855	-110.858	-110.863	-110.870	-110.880	-110.895	-110.914	-110.941	-110.966	-110.981	-110.988	-110.995	-111.001	-111.010	-111.015	-111.016	-111.014	-111.018	-111.017	-111.015	-111.015	-111.007	-111.007	-111.003	-111.000	-110.999	-111.009	-111.016	-111.032	-111.039	-111.048	-111.057	-111.064	-111.072	-111.079	-111.085	-111.095	-111.103	-111.114	-111.129	-111.154	-111.188	-111.239	-111.298	-111.347	-111.373	-111.380	-111.401	-111.421	-111.450	-111.486	-111.532	-111.581	-111.626	-111.664	-111.698	-111.726	-111.747	-111.803	-111.885	-111.970	-112.018	-112.104	-112.171	-112.214	-112.239	-112.253	-112.274	-112.275	-112.275	-112.277	-112.276	-112.277	-112.279	-112.280	-112.278	-112.277	-112.273	-112.267	-112.270	-112.268	-112.263	-112.257	-112.246	-112.249	-112.246	-112.238	-112.235	-112.231	-112.227	-112.223	-112.215	-112.181	-112.055	-111.834	-111.620	-111.436	-111.285	-111.178	-111.101	-111.043	-111.002	-110.973	-110.954	-110.944	-110.935	-110.932	-110.929	-110.923	-110.910	-110.840	-110.658	-110.452	-110.264	-110.116	-110.003	-109.904	-109.810	-109.725	-109.655	-109.602	-109.569	-109.553	-109.549	-109.548	-109.551	-109.555	-109.558	-109.563	-109.565	-109.566	-109.561	-109.547	-109.515	-109.455	-109.379	-109.306	-109.242	-109.188	-109.141	-109.088	-109.025	-108.955	-108.889	-108.828	-108.780	-108.746	-108.722	-108.707	-108.700	-108.696	-108.693	-108.691	-108.690	-108.689	-108.691	-108.693	-108.689	-108.676	-108.656	-108.637	-108.629	-108.626	-108.624	-108.622	-108.620	-108.615	-108.611	-108.607	-108.606	-108.608	-108.613	-108.617	-108.622	-108.627	-108.633	-108.641	-108.647	-108.655	-108.663	-108.672	-108.682	-108.690	-108.700	-108.711	-108.727	-108.748	-108.781	-108.826	-108.886	-108.958	-109.040	-109.130	-109.226	-109.324	-109.411	-109.471	-109.509	-109.540	-109.564	-109.574	
-112.091	-112.085	-112.075	-112.072	-112.069	-112.063	-112.051	-112.040	-112.027	-112.017	-112.008	-112.002	-111.995	-111.991	-111.987	-111.988	-111.975	-111.975	-111.973	-111.966	-111.953	-111.938	-111.929	-111.921	-111.911	-111.899	-111.884	-111.867	-111.855	-111.850	-111.853	-111.851	-111.768	-111.587	-111.453	-111.353	-111.275	-111.215	-111.165	-111.125	-111.093	-111.071	-111.059	-111.053	-111.051	-111.045	-111.034	-111.015	-110.993	-110.969	-110.945	-110.921	-110.901	-110.886	-110.876	-110.870	-110.869	-110.871	-110.877	-110.884	-110.893	-110.909	-110.931	-110.959	-110.993	-111.021	-111.038	-111.056	-111.063	-111.067	-111.070	-111.074	-111.076	-111.078	-111.080	-111.079	-111.077	-111.078	-111.074	-111.072	-111.069	-111.074	-111.083	-111.098	-111.112	-111.124	-111.133	-111.141	-111.149	-111.156	-111.162	-111.169	-111.177	-111.187	-111.199	-111.217	-111.243	-111.275	-111.316	-111.356	-111.383	-111.397	-111.408	-111.421	-111.440	-111.470	-111.509	-111.556	-111.602	-111.637	-111.662	-111.682	-111.704	-111.736	-111.793	-111.867	-111.947	-112.009	-112.101	-112.160	-112.205	-112.249	-112.263	-112.267	-112.268	-112.269	-112.269	-112.269	-112.271	-112.270	-112.271	-112.269	-112.262	-112.261	-112.263	-112.263	-112.260	-112.250	-112.251	-112.247	-112.245	-112.238	-112.233	-112.229	-112.227	-112.223	-112.218	-112.213	-112.190	-112.082	-111.867	-111.644	-111.450	-111.303	-111.199	-111.124	-111.064	-111.019	-110.987	-110.961	-110.949	-110.939	-110.935	-110.931	-110.927	-110.914	-110.844	-110.668	-110.473	-110.291	-110.143	-110.028	-109.933	-109.845	-109.765	-109.698	-109.649	-109.615	-109.597	-109.591	-109.590	-109.592	-109.595	-109.598	-109.601	-109.604	-109.604	-109.599	-109.585	-109.548	-109.484	-109.407	-109.330	-109.263	-109.208	-109.161	-109.111	-109.050	-108.981	-108.914	-108.855	-108.807	-108.775	-108.752	-108.738	-108.732	-108.729	-108.727	-108.725	-108.724	-108.723	-108.726	-108.729	-108.729	-108.726	-108.716	-108.704	-108.694	-108.686	-108.681	-108.680	-108.680	-108.677	-108.676	-108.677	-108.679	-108.682	-108.682	-108.682	-108.687	-108.693	-108.700	-108.707	-108.714	-108.720	-108.728	-108.736	-108.744	-108.751	-108.760	-108.768	-108.778	-108.797	-108.823	-108.862	-108.914	-108.979	-109.057	-109.149	-109.247	-109.341	-109.424	-109.485	-109.524	-109.554	-109.577	-109.587	
-112.108	-112.100	-112.093	-112.088	-112.085	-112.083	-112.078	-112.071	-112.063	-112.054	-112.041	-112.030	-112.018	-112.008	-112.003	-112.001	-112.001	-112.004	-112.009	-112.009	-112.003	-111.992	-111.981	-111.966	-111.947	-111.923	-111.897	-111.875	-111.859	-111.855	-111.861	-111.869	-111.837	-111.710	-111.550	-111.458	-111.370	-111.299	-111.238	-111.189	-111.152	-111.126	-111.112	-111.104	-111.101	-111.097	-111.089	-111.074	-111.056	-111.023	-110.983	-110.956	-110.932	-110.914	-110.900	-110.893	-110.891	-110.893	-110.898	-110.905	-110.914	-110.929	-110.954	-110.984	-111.023	-111.061	-111.093	-111.113	-111.120	-111.124	-111.128	-111.132	-111.134	-111.135	-111.137	-111.143	-111.141	-111.134	-111.139	-111.135	-111.135	-111.138	-111.146	-111.160	-111.177	-111.191	-111.203	-111.209	-111.215	-111.220	-111.225	-111.230	-111.237	-111.248	-111.261	-111.280	-111.301	-111.328	-111.352	-111.374	-111.386	-111.395	-111.403	-111.413	-111.424	-111.465	-111.506	-111.553	-111.594	-111.615	-111.652	-111.664	-111.681	-111.711	-111.757	-111.808	-111.899	-111.999	-112.059	-112.158	-112.197	-112.234	-112.256	-112.260	-112.257	-112.258	-112.256	-112.253	-112.258	-112.251	-112.259	-112.258	-112.255	-112.250	-112.253	-112.250	-112.243	-112.239	-112.240	-112.235	-112.232	-112.223	-112.226	-112.223	-112.219	-112.214	-112.210	-112.200	-112.189	-112.106	-111.900	-111.665	-111.461	-111.310	-111.206	-111.129	-111.067	-111.019	-110.983	-110.959	-110.943	-110.934	-110.929	-110.925	-110.920	-110.912	-110.857	-110.699	-110.507	-110.328	-110.175	-110.060	-109.968	-109.884	-109.810	-109.745	-109.696	-109.661	-109.640	-109.631	-109.629	-109.630	-109.631	-109.635	-109.637	-109.641	-109.640	-109.636	-109.621	-109.582	-109.516	-109.438	-109.359	-109.289	-109.231	-109.181	-109.133	-109.076	-109.010	-108.942	-108.885	-108.840	-108.807	-108.788	-108.775	-108.770	-108.767	-108.767	-108.765	-108.765	-108.764	-108.766	-108.769	-108.773	-108.774	-108.770	-108.763	-108.752	-108.744	-108.739	-108.738	-108.739	-108.741	-108.742	-108.744	-108.748	-108.749	-108.748	-108.746	-108.752	-108.758	-108.766	-108.774	-108.781	-108.787	-108.795	-108.802	-108.810	-108.819	-108.827	-108.835	-108.844	-108.857	-108.878	-108.909	-108.950	-109.006	-109.083	-109.177	-109.276	-109.366	-109.442	-109.496	-109.535	-109.567	-109.590	-109.602	
-112.117	-112.109	-112.100	-112.097	-112.094	-112.090	-112.088	-112.083	-112.076	-112.066	-112.052	-112.038	-112.023	-112.011	-112.003	-112.000	-112.002	-112.006	-112.013	-112.019	-112.016	-112.005	-111.990	-111.969	-111.943	-111.915	-111.886	-111.860	-111.844	-111.839	-111.845	-111.857	-111.849	-111.750	-111.611	-111.491	-111.407	-111.332	-111.248	-111.195	-111.171	-111.141	-111.111	-111.099	-111.094	-111.090	-111.084	-111.072	-111.057	-111.036	-111.007	-110.976	-110.949	-110.928	-110.912	-110.904	-110.900	-110.901	-110.907	-110.912	-110.920	-110.935	-110.958	-110.990	-111.032	-111.086	-111.123	-111.142	-111.149	-111.155	-111.162	-111.166	-111.167	-111.173	-111.176	-111.185	-111.186	-111.184	-111.179	-111.184	-111.184	-111.183	-111.190	-111.203	-111.219	-111.236	-111.253	-111.261	-111.267	-111.271	-111.275	-111.280	-111.287	-111.295	-111.306	-111.321	-111.336	-111.349	-111.361	-111.369	-111.376	-111.383	-111.392	-111.406	-111.426	-111.455	-111.495	-111.542	-111.587	-111.619	-111.641	-111.658	-111.664	-111.674	-111.721	-111.784	-111.867	-111.956	-112.050	-112.124	-112.191	-112.233	-112.245	-112.249	-112.249	-112.250	-112.244	-112.242	-112.248	-112.244	-112.248	-112.246	-112.246	-112.238	-112.241	-112.237	-112.231	-112.232	-112.230	-112.225	-112.223	-112.220	-112.212	-112.213	-112.207	-112.207	-112.202	-112.199	-112.184	-112.108	-111.900	-111.666	-111.467	-111.314	-111.209	-111.128	-111.062	-111.016	-110.978	-110.952	-110.937	-110.928	-110.924	-110.922	-110.919	-110.911	-110.865	-110.722	-110.542	-110.368	-110.219	-110.105	-110.014	-109.932	-109.861	-109.803	-109.755	-109.721	-109.701	-109.689	-109.683	-109.680	-109.680	-109.681	-109.684	-109.687	-109.686	-109.682	-109.662	-109.615	-109.543	-109.466	-109.388	-109.319	-109.259	-109.207	-109.158	-109.103	-109.038	-108.972	-108.917	-108.876	-108.851	-108.835	-108.826	-108.820	-108.819	-108.819	-108.820	-108.819	-108.820	-108.822	-108.823	-108.828	-108.829	-108.828	-108.824	-108.818	-108.812	-108.810	-108.809	-108.812	-108.815	-108.818	-108.819	-108.822	-108.821	-108.820	-108.822	-108.826	-108.833	-108.839	-108.847	-108.853	-108.858	-108.865	-108.874	-108.884	-108.895	-108.905	-108.913	-108.922	-108.933	-108.951	-108.975	-109.011	-109.062	-109.136	-109.227	-109.320	-109.402	-109.461	-109.505	-109.545	-109.580	-109.605	-109.619	
-112.138	-112.129	-112.122	-112.116	-112.113	-112.110	-112.107	-112.103	-112.097	-112.088	-112.074	-112.058	-112.040	-112.027	-112.018	-112.014	-112.014	-112.019	-112.029	-112.036	-112.036	-112.022	-112.002	-111.976	-111.943	-111.908	-111.876	-111.850	-111.834	-111.830	-111.837	-111.849	-111.854	-111.811	-111.687	-111.553	-111.451	-111.363	-111.292	-111.234	-111.190	-111.158	-111.139	-111.128	-111.123	-111.119	-111.117	-111.111	-111.102	-111.084	-111.054	-111.021	-110.991	-110.969	-110.950	-110.939	-110.935	-110.937	-110.943	-110.949	-110.956	-110.969	-110.993	-111.028	-111.072	-111.119	-111.162	-111.191	-111.195	-111.204	-111.217	-111.224	-111.229	-111.238	-111.247	-111.256	-111.261	-111.263	-111.261	-111.259	-111.250	-111.258	-111.262	-111.270	-111.284	-111.301	-111.316	-111.322	-111.325	-111.325	-111.327	-111.325	-111.334	-111.339	-111.343	-111.349	-111.355	-111.360	-111.364	-111.369	-111.373	-111.379	-111.390	-111.404	-111.424	-111.456	-111.498	-111.545	-111.590	-111.622	-111.645	-111.664	-111.681	-111.698	-111.728	-111.803	-111.888	-111.986	-112.061	-112.135	-112.191	-112.231	-112.247	-112.248	-112.240	-112.237	-112.243	-112.233	-112.233	-112.228	-112.229	-112.233	-112.230	-112.224	-112.226	-112.222	-112.225	-112.224	-112.217	-112.220	-112.217	-112.211	-112.211	-112.209	-112.204	-112.194	-112.190	-112.192	-112.179	-112.090	-111.868	-111.641	-111.457	-111.311	-111.208	-111.124	-111.058	-111.009	-110.970	-110.943	-110.927	-110.919	-110.916	-110.917	-110.917	-110.907	-110.854	-110.710	-110.550	-110.402	-110.264	-110.150	-110.056	-109.970	-109.901	-109.846	-109.804	-109.772	-109.750	-109.736	-109.724	-109.719	-109.716	-109.715	-109.715	-109.718	-109.718	-109.714	-109.696	-109.645	-109.572	-109.494	-109.421	-109.351	-109.290	-109.235	-109.186	-109.135	-109.074	-109.009	-108.952	-108.913	-108.888	-108.876	-108.868	-108.865	-108.864	-108.864	-108.865	-108.865	-108.867	-108.867	-108.870	-108.872	-108.875	-108.874	-108.875	-108.871	-108.868	-108.868	-108.869	-108.870	-108.873	-108.874	-108.874	-108.875	-108.875	-108.875	-108.879	-108.883	-108.887	-108.891	-108.894	-108.896	-108.901	-108.907	-108.921	-108.938	-108.957	-108.974	-108.988	-108.997	-109.005	-109.020	-109.040	-109.072	-109.119	-109.184	-109.262	-109.346	-109.413	-109.460	-109.499	-109.540	-109.580	-109.612	-109.631	
